"country","year","month","flu_activity","dengue_activity","infant_mortality","life_expectancy","continent"
Sweden,2006,"10",2,,,,
Sweden,2006,"10",2,,,,
Sweden,2006,"10",2,,,,
Sweden,2006,"10",2,,,,
Sweden,2006,"11",2,,,,
Sweden,2006,"11",3,,,,
Sweden,2006,"11",3,,,,
Sweden,2006,"11",2,,,,
Sweden,2006,"12",2,,,,
Sweden,2006,"12",2,,,,
Sweden,2006,"12",2,,,,
Sweden,2006,"12",3,,,,
Sweden,2006,"12",5,,,,
Sweden,2007,"01",3,,,,
Sweden,2007,"01",4,,,,
Sweden,2007,"01",5,,,,
Sweden,2007,"01",3,,,,
Sweden,2007,"02",9,,,,
Sweden,2007,"02",19,,,,
Sweden,2007,"02",11,,,,
Sweden,2007,"02",5,,,,
Sweden,2007,"03",4,,,,
Sweden,2007,"03",26,,,,
Sweden,2007,"03",5,,,,
Sweden,2007,"03",14,,,,
Sweden,2007,"04",3,,,,
Sweden,2007,"04",2,,,,
Sweden,2007,"04",2,,,,
Sweden,2007,"04",3,,,,
Sweden,2007,"04",1,,,,
Sweden,2007,"05",1,,,,
Sweden,2007,"05",1,,,,
Sweden,2007,"05",1,,,,
Sweden,2007,"05",1,,,,
Sweden,2007,"06",1,,,,
Sweden,2007,"06",1,,,,
Sweden,2007,"06",1,,,,
Sweden,2007,"06",1,,,,
Sweden,2007,"07",1,,,,
Sweden,2007,"07",1,,,,
Sweden,2007,"07",1,,,,
Sweden,2007,"07",1,,,,
Sweden,2007,"07",1,,,,
Sweden,2007,"08",1,,,,
Sweden,2007,"08",1,,,,
Sweden,2007,"08",1,,,,
Sweden,2007,"08",1,,,,
Sweden,2007,"09",2,,,,
Sweden,2007,"09",2,,,,
Sweden,2007,"09",2,,,,
Sweden,2007,"09",1,,,,
Sweden,2007,"09",2,,,,
Sweden,2007,"10",2,,,,
Sweden,2007,"10",3,,,,
Sweden,2007,"10",2,,,,
Sweden,2007,"10",2,,,,
Sweden,2007,"11",2,,,,
Sweden,2007,"11",2,,,,
Sweden,2007,"11",2,,,,
Sweden,2007,"11",3,,,,
Sweden,2007,"12",3,,,,
Sweden,2007,"12",4,,,,
Sweden,2007,"12",2,,,,
Sweden,2007,"12",3,,,,
Sweden,2007,"12",4,,,,
Sweden,2008,"01",7,,,,
Sweden,2008,"01",3,,,,
Sweden,2008,"01",4,,,,
Sweden,2008,"01",3,,,,
Sweden,2008,"02",8,,,,
Sweden,2008,"02",6,,,,
Sweden,2008,"02",8,,,,
Sweden,2008,"02",9,,,,
Sweden,2008,"03",5,,,,
Sweden,2008,"03",6,,,,
Sweden,2008,"03",5,,,,
Sweden,2008,"03",6,,,,
Sweden,2008,"03",4,,,,
Sweden,2008,"04",2,,,,
Sweden,2008,"04",2,,,,
Sweden,2008,"04",4,,,,
Sweden,2008,"04",2,,,,
Sweden,2008,"05",1,,,,
Sweden,2008,"05",1,,,,
Sweden,2008,"05",2,,,,
Sweden,2008,"05",2,,,,
Sweden,2008,"06",1,,,,
Sweden,2008,"06",1,,,,
Sweden,2008,"06",1,,,,
Sweden,2008,"06",1,,,,
Sweden,2008,"06",1,,,,
Sweden,2008,"07",1,,,,
Sweden,2008,"07",1,,,,
Sweden,2008,"07",1,,,,
Sweden,2008,"07",1,,,,
Sweden,2008,"08",1,,,,
Sweden,2008,"08",1,,,,
Sweden,2008,"08",1,,,,
Sweden,2008,"08",1,,,,
Sweden,2008,"08",2,,,,
Sweden,2008,"09",2,,,,
Sweden,2008,"09",2,,,,
Sweden,2008,"09",2,,,,
Sweden,2008,"09",2,,,,
Sweden,2008,"10",2,,,,
Sweden,2008,"10",2,,,,
Sweden,2008,"10",2,,,,
Sweden,2008,"10",2,,,,
Sweden,2008,"11",3,,,,
Sweden,2008,"11",3,,,,
Sweden,2008,"11",3,,,,
Sweden,2008,"11",3,,,,
Sweden,2008,"11",4,,,,
Sweden,2008,"12",5,,,,
Sweden,2008,"12",7,,,,
Sweden,2008,"12",14,,,,
Sweden,2008,"12",6,,,,
Sweden,2009,"01",17,,,,
Sweden,2009,"01",23,,,,
Sweden,2009,"01",27,,,,
Sweden,2009,"01",17,,,,
Sweden,2009,"02",5,,,,
Sweden,2009,"02",11,,,,
Sweden,2009,"02",9,,,,
Sweden,2009,"02",19,,,,
Sweden,2009,"03",3,,,,
Sweden,2009,"03",3,,,,
Sweden,2009,"03",3,,,,
Sweden,2009,"03",6,,,,
Sweden,2009,"03",3,,,,
Sweden,2009,"04",2,,,,
Sweden,2009,"04",2,,,,
Sweden,2009,"04",8,,,,
Sweden,2009,"04",2,,,,
Sweden,2009,"05",2,,,,
Sweden,2009,"05",4,,,,
Sweden,2009,"05",3,,,,
Sweden,2009,"05",2,,,,
Sweden,2009,"05",2,,,,
Sweden,2009,"06",2,,,,
Sweden,2009,"06",2,,,,
Sweden,2009,"06",2,,,,
Sweden,2009,"06",1,,,,
Sweden,2009,"07",6,,,,
Sweden,2009,"07",1,,,,
Sweden,2009,"07",5,,,,
Sweden,2009,"07",3,,,,
Sweden,2009,"08",8,,,,
Sweden,2009,"08",3,,,,
Sweden,2009,"08",4,,,,
Sweden,2009,"08",26,,,,
Sweden,2009,"08",2,,,,
Sweden,2009,"09",10,,,,
Sweden,2009,"09",5,,,,
Sweden,2009,"09",7,,,,
Sweden,2009,"09",20,,,,
Sweden,2009,"10",4,,,,
Sweden,2009,"10",10,,,,
Sweden,2009,"10",6,,,,
Sweden,2009,"10",13,,,,
Sweden,2009,"11",34,,,,
Sweden,2009,"11",15,,,,
Sweden,2009,"11",41,,,,
Sweden,2009,"11",51,,,,
Sweden,2009,"11",7,,,,
Sweden,2009,"12",3,,,,
Sweden,2009,"12",3,,,,
Sweden,2009,"12",2,,,,
Sweden,2009,"12",5,,,,
Sweden,2010,"01",4,,,,
Sweden,2010,"01",3,,,,
Sweden,2010,"01",2,,,,
Sweden,2010,"01",2,,,,
Sweden,2010,"01",3,,,,
Sweden,2010,"02",3,,,,
Sweden,2010,"02",3,,,,
Sweden,2010,"02",2,,,,
Sweden,2010,"02",2,,,,
Sweden,2010,"03",2,,,,
Sweden,2010,"03",2,,,,
Sweden,2010,"03",3,,,,
Sweden,2010,"03",3,,,,
Sweden,2010,"04",2,,,,
Sweden,2010,"04",2,,,,
Sweden,2010,"04",2,,,,
Sweden,2010,"04",2,,,,
Sweden,2010,"05",1,,,,
Sweden,2010,"05",1,,,,
Sweden,2010,"05",2,,,,
Sweden,2010,"05",1,,,,
Sweden,2010,"05",1,,,,
Sweden,2010,"06",1,,,,
Sweden,2010,"06",1,,,,
Sweden,2010,"06",1,,,,
Sweden,2010,"06",1,,,,
Sweden,2010,"07",1,,,,
Sweden,2010,"07",1,,,,
Sweden,2010,"07",1,,,,
Sweden,2010,"07",1,,,,
Sweden,2010,"08",1,,,,
Sweden,2010,"08",1,,,,
Sweden,2010,"08",2,,,,
Sweden,2010,"08",2,,,,
Sweden,2010,"08",1,,,,
Sweden,2010,"09",2,,,,
Sweden,2010,"09",2,,,,
Sweden,2010,"09",2,,,,
Sweden,2010,"09",2,,,,
Sweden,2010,"10",2,,,,
Sweden,2010,"10",2,,,,
Sweden,2010,"10",2,,,,
Sweden,2010,"10",3,,,,
Sweden,2010,"10",2,,,,
Sweden,2010,"11",2,,,,
Sweden,2010,"11",2,,,,
Sweden,2010,"11",3,,,,
Sweden,2010,"11",3,,,,
Sweden,2010,"12",5,,,,
Sweden,2010,"12",4,,,,
Sweden,2010,"12",3,,,,
Sweden,2010,"12",2,,,,
Sweden,2011,"01",7,,,,
Sweden,2011,"01",9,,,,
Sweden,2011,"01",10,,,,
Sweden,2011,"01",8,,,,
Sweden,2011,"01",7,,,,
Sweden,2011,"02",14,,,,
Sweden,2011,"02",15,,,,
Sweden,2011,"02",14,,,,
Sweden,2011,"02",16,,,,
Sweden,2011,"03",10,,,,
Sweden,2011,"03",8,,,,
Sweden,2011,"03",6,,,,
Sweden,2011,"03",4,,,,
Sweden,2011,"04",2,,,,
Sweden,2011,"04",2,,,,
Sweden,2011,"04",1,,,,
Sweden,2011,"04",3,,,,
Sweden,2011,"05",1,,,,
Sweden,2011,"05",1,,,,
Sweden,2011,"05",1,,,,
Sweden,2011,"05",1,,,,
Sweden,2011,"05",1,,,,
Sweden,2011,"06",1,,,,
Sweden,2011,"06",1,,,,
Sweden,2011,"06",0,,,,
Sweden,2011,"06",1,,,,
Sweden,2011,"07",0,,,,
Sweden,2011,"07",1,,,,
Sweden,2011,"07",1,,,,
Sweden,2011,"07",1,,,,
Sweden,2011,"07",1,,,,
Sweden,2011,"08",1,,,,
Sweden,2011,"08",1,,,,
Sweden,2011,"08",1,,,,
Sweden,2011,"08",1,,,,
Sweden,2011,"09",1,,,,
Sweden,2011,"09",2,,,,
Sweden,2011,"09",1,,,,
Sweden,2011,"09",1,,,,
Sweden,2011,"10",3,,,,
Sweden,2011,"10",2,,,,
Sweden,2011,"10",3,,,,
Sweden,2011,"10",2,,,,
Sweden,2011,"10",3,,,,
Sweden,2011,"11",4,,,,
Sweden,2011,"11",4,,,,
Sweden,2011,"11",3,,,,
Sweden,2011,"11",4,,,,
Sweden,2011,"12",4,,,,
Sweden,2011,"12",5,,,,
Sweden,2011,"12",3,,,,
Sweden,2011,"12",4,,,,
Sweden,2012,"01",4,,,,
Sweden,2012,"01",8,,,,
Sweden,2012,"01",4,,,,
Sweden,2012,"01",5,,,,
Sweden,2012,"01",4,,,,
Sweden,2012,"02",11,,,,
Sweden,2012,"02",34,,,,
Sweden,2012,"02",17,,,,
Sweden,2012,"02",23,,,,
Sweden,2012,"03",50,,,,
Sweden,2012,"03",20,,,,
Sweden,2012,"03",45,,,,
Sweden,2012,"03",12,,,,
Sweden,2012,"04",7,,,,
Sweden,2012,"04",2,,,,
Sweden,2012,"04",4,,,,
Sweden,2012,"04",5,,,,
Sweden,2012,"04",2,,,,
Sweden,2012,"05",2,,,,
Sweden,2012,"05",2,,,,
Sweden,2012,"05",1,,,,
Sweden,2012,"05",2,,,,
Sweden,2012,"06",1,,,,
Sweden,2012,"06",1,,,,
Sweden,2012,"06",1,,,,
Sweden,2012,"06",1,,,,
Sweden,2012,"07",1,,,,
Sweden,2012,"07",1,,,,
Sweden,2012,"07",1,,,,
Sweden,2012,"07",1,,,,
Sweden,2012,"07",1,,,,
Sweden,2012,"08",1,,,,
Sweden,2012,"08",2,,,,
Sweden,2012,"08",1,,,,
Sweden,2012,"08",1,,,,
Sweden,2012,"09",3,,,,
Sweden,2012,"09",3,,,,
Sweden,2012,"09",4,,,,
Sweden,2012,"09",2,,,,
Sweden,2012,"09",3,,,,
Sweden,2012,"10",3,,,,
Sweden,2012,"10",2,,,,
Sweden,2012,"10",3,,,,
Sweden,2012,"10",3,,,,
Sweden,2012,"11",3,,,,
Sweden,2012,"11",4,,,,
Sweden,2012,"11",3,,,,
Sweden,2012,"11",5,,,,
Sweden,2012,"12",20,,,,
Sweden,2012,"12",6,,,,
Sweden,2012,"12",10,,,,
Sweden,2012,"12",6,,,,
Sweden,2012,"12",7,,,,
Sweden,2013,"01",28,,,,
Sweden,2013,"01",71,,,,
Sweden,2013,"01",25,,,,
Sweden,2013,"01",17,,,,
Sweden,2013,"02",42,,,,
Sweden,2013,"02",73,,,,
Sweden,2013,"02",67,,,,
Sweden,2013,"02",30,,,,
Sweden,2013,"03",19,,,,
Sweden,2013,"03",13,,,,
Sweden,2013,"03",16,,,,
Sweden,2013,"03",15,,,,
Sweden,2013,"03",27,,,,
Sweden,2013,"04",4,,,,
Sweden,2013,"04",5,,,,
Sweden,2013,"04",3,,,,
Sweden,2013,"04",10,,,,
Sweden,2013,"05",2,,,,
Sweden,2013,"05",2,,,,
Sweden,2013,"05",2,,,,
Sweden,2013,"05",3,,,,
Sweden,2013,"06",2,,,,
Sweden,2013,"06",2,,,,
Sweden,2013,"06",1,,,,
Sweden,2013,"06",1,,,,
Sweden,2013,"06",1,,,,
Sweden,2013,"07",1,,,,
Sweden,2013,"07",1,,,,
Sweden,2013,"07",1,,,,
Sweden,2013,"07",1,,,,
Sweden,2013,"08",2,,,,
Sweden,2013,"08",1,,,,
Sweden,2013,"08",2,,,,
Sweden,2013,"08",1,,,,
Sweden,2013,"09",3,,,,
Sweden,2013,"09",2,,,,
Sweden,2013,"09",2,,,,
Sweden,2013,"09",3,,,,
Sweden,2013,"09",3,,,,
Sweden,2013,"10",3,,,,
Sweden,2013,"10",3,,,,
Sweden,2013,"10",4,,,,
Sweden,2013,"10",2,,,,
Sweden,2013,"11",4,,,,
Sweden,2013,"11",4,,,,
Sweden,2013,"11",4,,,,
Sweden,2013,"11",4,,,,
Sweden,2013,"12",5,,,,
Sweden,2013,"12",4,,,,
Sweden,2013,"12",5,,,,
Sweden,2013,"12",5,,,,
Sweden,2013,"12",5,,,,
Sweden,2014,"01",12,,,,
Sweden,2014,"01",5,,,,
Sweden,2014,"01",6,,,,
Sweden,2014,"01",7,,,,
Sweden,2014,"02",15,,,,
Sweden,2014,"02",12,,,,
Sweden,2014,"02",18,,,,
Sweden,2014,"02",19,,,,
Sweden,2014,"03",8,,,,
Sweden,2014,"03",5,,,,
Sweden,2014,"03",9,,,,
Sweden,2014,"03",6,,,,
Sweden,2014,"03",9,,,,
Sweden,2014,"04",4,,,,
Sweden,2014,"04",6,,,,
Sweden,2014,"04",5,,,,
Sweden,2014,"04",3,,,,
Sweden,2014,"05",3,,,,
Sweden,2014,"05",2,,,,
Sweden,2014,"05",3,,,,
Sweden,2014,"05",3,,,,
Sweden,2014,"06",2,,,,
Sweden,2014,"06",2,,,,
Sweden,2014,"06",2,,,,
Sweden,2014,"06",2,,,,
Sweden,2014,"06",2,,,,
Sweden,2014,"07",2,,,,
Sweden,2014,"07",1,,,,
Sweden,2014,"07",2,,,,
Sweden,2014,"07",2,,,,
Sweden,2014,"08",2,,,,
Sweden,2014,"08",1,,,,
Sweden,2014,"08",2,,,,
Sweden,2014,"08",4,,,,
Sweden,2014,"08",4,,,,
Sweden,2014,"09",4,,,,
Sweden,2014,"09",4,,,,
Sweden,2014,"09",3,,,,
Sweden,2014,"09",3,,,,
Sweden,2014,"10",4,,,,
Sweden,2014,"10",4,,,,
Sweden,2014,"10",4,,,,
Sweden,2014,"10",4,,,,
Sweden,2014,"11",5,,,,
Sweden,2014,"11",4,,,,
Sweden,2014,"11",5,,,,
Sweden,2014,"11",4,,,,
Sweden,2014,"11",5,,,,
Sweden,2014,"12",6,,,,
Sweden,2014,"12",6,,,,
Sweden,2014,"12",7,,,,
Sweden,2014,"12",4,,,,
Sweden,2015,"01",6,,,,
Sweden,2015,"01",7,,,,
Sweden,2015,"01",12,,,,
Sweden,2015,"01",8,,,,
Sweden,2015,"02",17,,,,
Sweden,2015,"02",30,,,,
Sweden,2015,"02",33,,,,
Sweden,2015,"02",28,,,,
Sweden,2015,"03",26,,,,
Sweden,2015,"03",21,,,,
Sweden,2015,"03",19,,,,
Sweden,2015,"03",30,,,,
Sweden,2015,"03",23,,,,
Sweden,2015,"04",15,,,,
Sweden,2015,"04",4,,,,
Sweden,2015,"04",10,,,,
Sweden,2015,"04",7,,,,
Sweden,2015,"05",4,,,,
Sweden,2015,"05",5,,,,
Sweden,2015,"05",2,,,,
Sweden,2015,"05",2,,,,
Sweden,2015,"05",3,,,,
Sweden,2015,"06",2,,,,
Sweden,2015,"06",2,,,,
Sweden,2015,"06",1,,,,
Sweden,2015,"06",1,,,,
Sweden,2015,"07",2,,,,
Sweden,2015,"07",1,,,,
Sweden,2015,"07",1,,,,
Sweden,2015,"07",2,,,,
Sweden,2015,"08",2,,,,
Sweden,2015,"08",2,,,,
Switzerland,2002,"12",,,,,
Switzerland,2003,"01",,,,,
Switzerland,2003,"01",,,,,
Switzerland,2003,"01",,,,,
Switzerland,2003,"01",,,,,
Switzerland,2003,"02",,,,,
Switzerland,2003,"02",,,,,
Switzerland,2003,"02",,,,,
Switzerland,2003,"02",,,,,
Switzerland,2003,"03",,,,,
Switzerland,2003,"03",,,,,
Switzerland,2003,"03",,,,,
Switzerland,2003,"03",,,,,
Switzerland,2003,"03",,,,,
Switzerland,2003,"04",,,,,
Switzerland,2003,"04",,,,,
Switzerland,2003,"04",,,,,
Switzerland,2003,"04",,,,,
Switzerland,2003,"05",,,,,
Switzerland,2003,"05",,,,,
Switzerland,2003,"05",,,,,
Switzerland,2003,"05",,,,,
Switzerland,2003,"06",,,,,
Switzerland,2003,"06",,,,,
Switzerland,2003,"06",,,,,
Switzerland,2003,"06",,,,,
Switzerland,2003,"06",,,,,
Switzerland,2003,"07",,,,,
Switzerland,2003,"07",,,,,
Switzerland,2003,"07",,,,,
Switzerland,2003,"07",,,,,
Switzerland,2003,"08",,,,,
Switzerland,2003,"08",,,,,
Switzerland,2003,"08",,,,,
Switzerland,2003,"08",,,,,
Switzerland,2003,"08",,,,,
Switzerland,2003,"09",,,,,
Switzerland,2003,"09",,,,,
Switzerland,2003,"09",,,,,
Switzerland,2003,"09",,,,,
Switzerland,2003,"10",,,,,
Switzerland,2003,"10",,,,,
Switzerland,2003,"10",,,,,
Switzerland,2003,"10",,,,,
Switzerland,2003,"11",20,,,,
Switzerland,2003,"11",42,,,,
Switzerland,2003,"11",19,,,,
Switzerland,2003,"11",20,,,,
Switzerland,2003,"11",17,,,,
Switzerland,2003,"12",504,,,,
Switzerland,2003,"12",187,,,,
Switzerland,2003,"12",303,,,,
Switzerland,2003,"12",110,,,,
Switzerland,2004,"01",252,,,,
Switzerland,2004,"01",82,,,,
Switzerland,2004,"01",354,,,,
Switzerland,2004,"01",133,,,,
Switzerland,2004,"02",24,,,,
Switzerland,2004,"02",53,,,,
Switzerland,2004,"02",20,,,,
Switzerland,2004,"02",37,,,,
Switzerland,2004,"02",29,,,,
Switzerland,2004,"03",17,,,,
Switzerland,2004,"03",15,,,,
Switzerland,2004,"03",16,,,,
Switzerland,2004,"03",13,,,,
Switzerland,2004,"04",12,,,,
Switzerland,2004,"04",9,,,,
Switzerland,2004,"04",11,,,,
Switzerland,2004,"04",12,,,,
Switzerland,2004,"05",6,,,,
Switzerland,2004,"05",7,,,,
Switzerland,2004,"05",8,,,,
Switzerland,2004,"05",6,,,,
Switzerland,2004,"05",8,,,,
Switzerland,2004,"06",6,,,,
Switzerland,2004,"06",6,,,,
Switzerland,2004,"06",6,,,,
Switzerland,2004,"06",6,,,,
Switzerland,2004,"07",6,,,,
Switzerland,2004,"07",7,,,,
Switzerland,2004,"07",6,,,,
Switzerland,2004,"07",7,,,,
Switzerland,2004,"08",7,,,,
Switzerland,2004,"08",6,,,,
Switzerland,2004,"08",6,,,,
Switzerland,2004,"08",7,,,,
Switzerland,2004,"08",7,,,,
Switzerland,2004,"09",8,,,,
Switzerland,2004,"09",8,,,,
Switzerland,2004,"09",8,,,,
Switzerland,2004,"09",11,,,,
Switzerland,2004,"10",16,,,,
Switzerland,2004,"10",11,,,,
Switzerland,2004,"10",15,,,,
Switzerland,2004,"10",12,,,,
Switzerland,2004,"10",19,,,,
Switzerland,2004,"11",29,,,,
Switzerland,2004,"11",39,,,,
Switzerland,2004,"11",34,,,,
Switzerland,2004,"11",38,,,,
Switzerland,2004,"12",38,,,,
Switzerland,2004,"12",35,,,,
Switzerland,2004,"12",34,,,,
Switzerland,2004,"12",38,,,,
Switzerland,2005,"01",497,,,,
Switzerland,2005,"01",134,,,,
Switzerland,2005,"01",320,,,,
Switzerland,2005,"01",260,,,,
Switzerland,2005,"01",53,,,,
Switzerland,2005,"02",350,,,,
Switzerland,2005,"02",166,,,,
Switzerland,2005,"02",628,,,,
Switzerland,2005,"02",515,,,,
Switzerland,2005,"03",45,,,,
Switzerland,2005,"03",117,,,,
Switzerland,2005,"03",30,,,,
Switzerland,2005,"03",78,,,,
Switzerland,2005,"04",14,,,,
Switzerland,2005,"04",13,,,,
Switzerland,2005,"04",17,,,,
Switzerland,2005,"04",22,,,,
Switzerland,2005,"05",11,,,,
Switzerland,2005,"05",11,,,,
Switzerland,2005,"05",10,,,,
Switzerland,2005,"05",11,,,,
Switzerland,2005,"05",11,,,,
Switzerland,2005,"06",9,,,,
Switzerland,2005,"06",11,,,,
Switzerland,2005,"06",9,,,,
Switzerland,2005,"06",11,,,,
Switzerland,2005,"07",10,,,,
Switzerland,2005,"07",10,,,,
Switzerland,2005,"07",9,,,,
Switzerland,2005,"07",10,,,,
Switzerland,2005,"07",9,,,,
Switzerland,2005,"08",9,,,,
Switzerland,2005,"08",9,,,,
Switzerland,2005,"08",7,,,,
Switzerland,2005,"08",9,,,,
Switzerland,2005,"09",11,,,,
Switzerland,2005,"09",13,,,,
Switzerland,2005,"09",10,,,,
Switzerland,2005,"09",14,,,,
Switzerland,2005,"10",19,,,,
Switzerland,2005,"10",25,,,,
Switzerland,2005,"10",34,,,,
Switzerland,2005,"10",31,,,,
Switzerland,2005,"10",36,,,,
Switzerland,2005,"11",35,,,,
Switzerland,2005,"11",24,,,,
Switzerland,2005,"11",27,,,,
Switzerland,2005,"11",26,,,,
Switzerland,2005,"12",21,,,,
Switzerland,2005,"12",30,,,,
Switzerland,2005,"12",34,,,,
Switzerland,2005,"12",24,,,,
Switzerland,2006,"01",39,,,,
Switzerland,2006,"01",28,,,,
Switzerland,2006,"01",42,,,,
Switzerland,2006,"01",33,,,,
Switzerland,2006,"01",38,,,,
Switzerland,2006,"02",129,,,,
Switzerland,2006,"02",75,,,,
Switzerland,2006,"02",97,,,,
Switzerland,2006,"02",64,,,,
Switzerland,2006,"03",148,,,,
Switzerland,2006,"03",139,,,,
Switzerland,2006,"03",86,,,,
Switzerland,2006,"03",138,,,,
Switzerland,2006,"04",33,,,,
Switzerland,2006,"04",15,,,,
Switzerland,2006,"04",14,,,,
Switzerland,2006,"04",25,,,,
Switzerland,2006,"04",48,,,,
Switzerland,2006,"05",9,,,,
Switzerland,2006,"05",10,,,,
Switzerland,2006,"05",12,,,,
Switzerland,2006,"05",14,,,,
Switzerland,2006,"06",8,,,,
Switzerland,2006,"06",10,,,,
Switzerland,2006,"06",9,,,,
Switzerland,2006,"06",8,,,,
Switzerland,2006,"07",8,,,,
Switzerland,2006,"07",9,,,,
Switzerland,2006,"07",10,,,,
Switzerland,2006,"07",10,,,,
Switzerland,2006,"07",8,,,,
Switzerland,2006,"08",10,,,,
Switzerland,2006,"08",12,,,,
Switzerland,2006,"08",10,,,,
Switzerland,2006,"08",8,,,,
Switzerland,2006,"09",15,,,,
Switzerland,2006,"09",16,,,,
Switzerland,2006,"09",18,,,,
Switzerland,2006,"09",13,,,,
Switzerland,2006,"10",19,,,,
Switzerland,2006,"10",15,,,,
Switzerland,2006,"10",19,,,,
Switzerland,2006,"10",19,,,,
Switzerland,2006,"10",23,,,,
Switzerland,2006,"11",25,,,,
Switzerland,2006,"11",21,,,,
Switzerland,2006,"11",32,,,,
Switzerland,2006,"11",31,,,,
Switzerland,2006,"12",27,,,,
Switzerland,2006,"12",47,,,,
Switzerland,2006,"12",32,,,,
Switzerland,2006,"12",26,,,,
Switzerland,2006,"12",27,,,,
Switzerland,2007,"01",90,,,,
Switzerland,2007,"01",65,,,,
Switzerland,2007,"01",45,,,,
Switzerland,2007,"01",188,,,,
Switzerland,2007,"02",322,,,,
Switzerland,2007,"02",339,,,,
Switzerland,2007,"02",183,,,,
Switzerland,2007,"02",395,,,,
Switzerland,2007,"03",61,,,,
Switzerland,2007,"03",30,,,,
Switzerland,2007,"03",131,,,,
Switzerland,2007,"03",45,,,,
Switzerland,2007,"04",10,,,,
Switzerland,2007,"04",15,,,,
Switzerland,2007,"04",9,,,,
Switzerland,2007,"04",22,,,,
Switzerland,2007,"04",11,,,,
Switzerland,2007,"05",11,,,,
Switzerland,2007,"05",14,,,,
Switzerland,2007,"05",14,,,,
Switzerland,2007,"05",13,,,,
Switzerland,2007,"06",12,,,,
Switzerland,2007,"06",14,,,,
Switzerland,2007,"06",16,,,,
Switzerland,2007,"06",10,,,,
Switzerland,2007,"07",12,,,,
Switzerland,2007,"07",13,,,,
Switzerland,2007,"07",11,,,,
Switzerland,2007,"07",15,,,,
Switzerland,2007,"07",13,,,,
Switzerland,2007,"08",9,,,,
Switzerland,2007,"08",8,,,,
Switzerland,2007,"08",12,,,,
Switzerland,2007,"08",8,,,,
Switzerland,2007,"09",26,,,,
Switzerland,2007,"09",30,,,,
Switzerland,2007,"09",18,,,,
Switzerland,2007,"09",16,,,,
Switzerland,2007,"09",23,,,,
Switzerland,2007,"10",21,,,,
Switzerland,2007,"10",20,,,,
Switzerland,2007,"10",30,,,,
Switzerland,2007,"10",21,,,,
Switzerland,2007,"11",24,,,,
Switzerland,2007,"11",32,,,,
Switzerland,2007,"11",33,,,,
Switzerland,2007,"11",33,,,,
Switzerland,2007,"12",63,,,,
Switzerland,2007,"12",107,,,,
Switzerland,2007,"12",57,,,,
Switzerland,2007,"12",240,,,,
Switzerland,2007,"12",39,,,,
Switzerland,2008,"01",291,,,,
Switzerland,2008,"01",389,,,,
Switzerland,2008,"01",310,,,,
Switzerland,2008,"01",379,,,,
Switzerland,2008,"02",100,,,,
Switzerland,2008,"02",140,,,,
Switzerland,2008,"02",157,,,,
Switzerland,2008,"02",193,,,,
Switzerland,2008,"03",41,,,,
Switzerland,2008,"03",91,,,,
Switzerland,2008,"03",76,,,,
Switzerland,2008,"03",59,,,,
Switzerland,2008,"03",54,,,,
Switzerland,2008,"04",33,,,,
Switzerland,2008,"04",16,,,,
Switzerland,2008,"04",23,,,,
Switzerland,2008,"04",19,,,,
Switzerland,2008,"05",10,,,,
Switzerland,2008,"05",9,,,,
Switzerland,2008,"05",13,,,,
Switzerland,2008,"05",10,,,,
Switzerland,2008,"06",10,,,,
Switzerland,2008,"06",12,,,,
Switzerland,2008,"06",19,,,,
Switzerland,2008,"06",16,,,,
Switzerland,2008,"06",14,,,,
Switzerland,2008,"07",7,,,,
Switzerland,2008,"07",10,,,,
Switzerland,2008,"07",10,,,,
Switzerland,2008,"07",8,,,,
Switzerland,2008,"08",8,,,,
Switzerland,2008,"08",8,,,,
Switzerland,2008,"08",13,,,,
Switzerland,2008,"08",11,,,,
Switzerland,2008,"08",10,,,,
Switzerland,2008,"09",15,,,,
Switzerland,2008,"09",26,,,,
Switzerland,2008,"09",31,,,,
Switzerland,2008,"09",30,,,,
Switzerland,2008,"10",23,,,,
Switzerland,2008,"10",28,,,,
Switzerland,2008,"10",27,,,,
Switzerland,2008,"10",24,,,,
Switzerland,2008,"11",48,,,,
Switzerland,2008,"11",37,,,,
Switzerland,2008,"11",40,,,,
Switzerland,2008,"11",25,,,,
Switzerland,2008,"11",42,,,,
Switzerland,2008,"12",42,,,,
Switzerland,2008,"12",54,,,,
Switzerland,2008,"12",213,,,,
Switzerland,2008,"12",71,,,,
Switzerland,2009,"01",293,,,,
Switzerland,2009,"01",578,,,,
Switzerland,2009,"01",527,,,,
Switzerland,2009,"01",476,,,,
Switzerland,2009,"02",113,,,,
Switzerland,2009,"02",385,,,,
Switzerland,2009,"02",200,,,,
Switzerland,2009,"02",132,,,,
Switzerland,2009,"03",61,,,,
Switzerland,2009,"03",36,,,,
Switzerland,2009,"03",48,,,,
Switzerland,2009,"03",76,,,,
Switzerland,2009,"03",71,,,,
Switzerland,2009,"04",25,,,,
Switzerland,2009,"04",52,,,,
Switzerland,2009,"04",16,,,,
Switzerland,2009,"04",16,,,,
Switzerland,2009,"05",18,,,,
Switzerland,2009,"05",20,,,,
Switzerland,2009,"05",14,,,,
Switzerland,2009,"05",38,,,,
Switzerland,2009,"05",15,,,,
Switzerland,2009,"06",16,,,,
Switzerland,2009,"06",16,,,,
Switzerland,2009,"06",13,,,,
Switzerland,2009,"06",14,,,,
Switzerland,2009,"07",83,,,,
